365nm,405nm,473nm,530nm,575nm,621nm,660nm,735nm,770nm,830nm,850nm,890nm,940nm,label
15.21,28.94,79.43,58.19,0.42,26.91,7.8,119.83,21.5,72.95,98.37,11.31,25.63,0
14.7,28.98,78.14,57.33,0.3,25.69,7.13,118.82,21.55,72.14,98.39,10.87,24.98,0
14.34,28.99,79.9,58.28,0.39,26.79,7.85,119.29,21.18,71.64,97.93,11.26,24.71,0
14.4,28.83,78.85,57.6,0.22,26.63,8.19,119.04,21.05,72.51,97.7,11.31,25.63,0
14.78,30.02,80.28,58.22,0.29,26.89,7.54,118.51,21.13,72.18,99.81,11.27,25.43,0
13.49,29.55,77.96,56.76,0.37,26.1,8.6,114.69,20.68,70.18,97.41,10.88,23.98,0
15.21,29.76,80.78,60.47,0.38,27.1,8.06,124.91,23.01,76.69,100.73,10.85,25.22,0
15.72,29.89,81.12,60.48,0.6,27.17,8.27,122.74,22.26,73.84,100.92,10.98,26.15,0
14.81,29.35,79.48,59.73,0.28,27.67,7.47,120.89,21.91,74.21,99.96,10.46,26.09,0
13.77,27.83,78.27,57.61,0.61,26.35,7.45,117.55,20.76,71.85,98.31,11.14,25.56,0
14.71,28.78,77.37,57.83,0.29,26.37,7.5,118.19,21.56,73.3,99.39,11.6,25.82,0
13.72,27.9,77.19,56.49,0.45,26.33,7.19,118.66,20.82,71.12,98.93,11.66,24.91,0
13.75,29.04,79.28,57.89,0.35,26.97,7.96,119.42,21.53,71.65,98.94,11.14,25.0,0
15.25,30.75,83.48,60.88,0.55,29.17,8.9,123.73,22.3,74.87,101.85,12.04,25.25,0
15.62,31.64,84.16,62.82,0.37,29.66,9.23,124.43,22.18,74.24,102.39,11.31,26.16,0
14.33,29.87,80.23,58.31,0.31,26.91,7.86,118.36,21.64,71.15,100.64,11.19,24.75,0
13.99,28.74,77.39,56.45,0.28,25.87,7.28,120.88,22.59,74.5,98.35,10.01,25.25,0
14.12,28.08,77.18,56.43,0.43,26.13,7.44,119.79,20.9,73.29,98.56,10.81,25.01,0
15.02,29.39,79.42,58.38,0.32,27.91,7.68,119.89,22.29,73.73,99.93,10.0,25.76,0
14.32,28.99,76.85,56.65,0.4,26.09,8.03,118.53,22.75,73.13,99.43,10.49,25.36,0
14.41,29.74,80.11,59.87,0.27,28.13,8.15,122.11,21.69,74.3,100.61,11.0,25.33,0
14.59,29.96,80.36,60.61,0.26,28.65,8.67,123.21,22.12,73.17,100.59,11.04,26.13,0
14.09,28.91,78.0,57.49,0.42,27.54,7.99,119.95,21.56,71.7,100.17,11.63,25.23,0
15.46,29.67,81.7,60.99,0.45,28.86,7.98,124.07,22.38,74.64,102.76,11.75,25.69,0
14.68,30.13,81.47,60.23,0.36,27.98,8.23,121.66,21.79,73.5,101.39,10.88,25.14,0
14.22,29.2,78.95,57.56,0.4,27.57,8.16,117.25,21.41,70.58,97.74,10.93,23.86,0
12.91,26.22,74.54,53.97,0.36,25.19,6.18,114.72,20.93,71.34,94.84,9.18,23.59,0
14.12,28.47,77.26,56.59,0.27,25.81,7.22,118.95,21.53,73.41,97.98,10.35,24.0,0
14.79,29.62,80.69,59.48,0.4,28.03,8.33,120.2,22.91,74.33,100.8,11.72,25.57,0
14.48,28.91,78.58,57.76,0.23,27.27,7.75,118.78,21.8,73.48,99.78,10.77,25.41,0
14.65,29.36,78.39,57.1,0.34,27.33,8.08,119.67,21.59,74.08,100.39,10.74,25.44,0
15.42,30.77,83.18,62.12,0.56,29.89,9.05,124.46,22.86,74.89,101.48,11.61,26.04,0
14.96,29.65,79.7,58.86,0.45,27.87,8.61,120.6,22.19,73.7,100.48,11.18,25.37,0
13.92,29.69,79.74,58.78,0.59,27.73,8.33,121.58,22.07,72.63,99.65,11.25,25.15,0
13.73,28.18,76.2,56.19,0.32,26.27,7.69,116.42,20.76,70.08,96.9,10.88,24.46,0
12.57,26.7,72.48,53.58,0.32,24.94,7.02,109.74,19.18,66.95,93.31,10.36,23.55,0
12.97,26.61,74.38,55.27,0.16,24.17,6.81,115.39,20.61,72.98,95.51,9.23,23.74,0
15.16,29.72,78.99,58.15,0.3,27.51,8.2,119.14,22.25,74.83,97.31,11.07,25.02,0
14.9,29.06,78.15,57.81,0.22,26.91,8.29,119.31,22.29,74.77,100.85,11.27,26.13,0
15.06,29.49,80.27,59.58,0.3,27.53,8.54,118.87,22.37,75.09,100.56,11.52,25.73,0
13.31,28.24,76.85,55.81,0.35,26.0,7.7,116.4,21.02,71.73,98.0,9.84,25.04,0
14.06,28.68,77.91,57.42,0.25,27.19,7.96,117.6,21.28,72.3,98.51,11.27,25.32,0
13.65,28.43,77.3,56.53,0.3,26.9,8.2,117.44,21.38,71.45,98.1,11.38,24.77,0
13.86,28.48,75.68,55.37,0.38,26.04,8.06,115.18,21.41,71.88,96.97,11.23,24.89,0
12.67,27.56,74.17,54.11,0.17,24.54,6.73,111.49,19.28,67.88,93.54,10.4,23.18,0
11.64,25.43,70.73,52.47,0.1,22.98,6.37,106.67,18.35,65.31,91.84,10.36,22.58,0
13.53,28.5,76.61,55.94,0.12,25.19,7.24,114.05,19.56,70.68,96.73,10.93,23.54,0
15.22,30.41,78.94,58.88,0.34,26.94,8.12,117.76,20.95,72.98,98.36,12.3,24.94,0
14.64,29.3,78.53,58.18,0.35,26.64,7.76,117.55,20.56,71.71,98.54,12.31,25.64,0
14.72,29.42,78.52,58.35,0.41,26.63,7.74,117.71,20.64,71.72,98.68,11.61,24.56,0
15.5,30.14,81.81,60.0,0.44,27.16,9.06,121.41,20.74,73.12,99.36,12.69,25.52,0
15.2,31.38,83.64,61.22,0.33,27.77,8.26,123.82,21.49,72.72,99.48,11.93,25.15,0
14.31,29.51,78.83,58.09,0.37,26.52,8.02,119.46,20.3,70.69,97.74,11.94,25.57,0
15.01,30.55,82.59,60.58,0.29,27.8,8.56,121.42,20.92,71.22,98.85,12.36,25.86,0
15.63,31.76,84.18,61.15,0.36,28.11,8.74,122.38,20.82,72.05,101.59,11.89,26.02,0
16.85,34.38,90.11,67.63,0.48,31.97,9.88,127.59,21.8,73.99,104.18,12.11,25.98,0
14.77,30.87,79.74,59.91,0.27,28.14,8.82,119.32,21.74,73.46,99.33,11.34,23.71,0
14.22,30.52,79.81,61.06,0.44,27.59,8.87,119.39,21.45,72.56,97.97,11.88,24.3,0
15.01,30.96,80.48,59.9,0.31,27.82,9.76,120.62,22.14,72.08,99.03,12.8,25.34,0
14.38,29.53,78.07,57.91,0.26,26.5,7.9,117.37,21.08,71.67,97.51,11.85,24.64,0
13.92,29.39,79.83,58.85,0.13,26.03,7.99,120.11,20.42,71.77,97.95,11.78,24.87,0
15.53,31.78,85.82,63.57,0.31,29.39,8.86,126.57,21.74,73.69,100.69,12.69,25.86,0
14.55,29.78,80.8,58.76,0.27,27.26,8.66,121.39,20.99,71.64,98.44,12.51,24.9,0
13.5,28.27,77.73,56.4,0.16,26.2,8.53,117.52,19.97,70.46,97.15,12.27,25.42,0
16.11,31.84,84.74,62.77,0.3,29.42,9.14,122.46,20.21,72.11,101.0,12.24,26.33,0
14.85,30.84,83.25,59.32,0.12,27.68,9.25,120.14,20.49,71.77,101.51,12.3,26.06,0
12.98,29.01,77.65,57.27,0.32,25.73,7.21,119.34,20.48,71.48,96.2,10.42,23.95,0
12.51,25.65,73.18,53.81,0.42,24.0,7.36,113.74,19.85,69.95,94.79,11.29,23.84,0
14.48,29.1,78.56,59.14,0.12,26.63,8.33,118.37,20.99,71.72,96.66,12.36,24.21,0
13.78,29.42,80.61,60.06,0.23,27.06,8.52,122.05,21.14,73.09,98.61,11.82,24.81,0
14.84,29.87,81.66,60.76,0.25,27.85,8.61,123.92,21.28,72.61,100.09,12.53,25.58,0
14.51,29.29,79.28,58.12,0.37,26.31,8.38,122.23,20.9,72.21,99.43,11.7,24.98,0
14.62,30.9,81.87,60.8,0.33,28.7,9.4,123.88,21.74,72.35,98.93,12.89,25.99,0
14.3,29.03,79.29,58.31,0.31,27.52,8.58,119.83,20.23,70.94,98.66,11.83,25.32,0
14.83,30.09,82.94,60.38,0.54,28.66,8.86,121.04,21.12,72.58,100.24,12.51,25.51,0
15.49,32.09,86.38,62.9,0.45,29.86,9.45,123.61,21.18,72.55,101.82,12.24,26.05,0
13.1,27.88,77.83,57.98,0.17,25.87,6.98,118.26,20.89,73.12,96.67,10.93,23.88,0
14.04,29.15,80.37,59.48,0.23,27.13,7.99,121.55,21.04,72.68,98.03,11.88,25.29,0
14.08,28.17,78.19,57.04,0.27,26.39,8.54,119.3,20.25,71.77,97.59,11.23,24.42,0
14.26,29.99,83.01,60.81,0.26,28.17,8.46,123.76,21.54,73.33,99.62,12.33,24.88,0
14.72,30.01,79.44,58.99,0.24,27.24,8.34,122.67,21.02,72.41,98.67,12.71,25.55,0
14.19,29.3,80.38,58.04,0.21,26.83,8.1,124.39,20.9,72.05,100.27,12.3,25.63,0
14.28,29.35,80.91,58.4,0.28,27.85,7.93,123.35,21.22,72.11,99.79,12.16,25.96,0
14.83,30.41,82.84,60.32,0.4,28.91,8.46,124.78,21.81,74.06,101.16,11.95,26.07,0
14.37,29.39,80.96,58.36,0.05,27.65,8.42,120.26,20.11,71.79,100.36,11.86,25.85,0
13.04,28.85,79.54,57.95,0.17,27.29,8.23,118.54,20.65,71.12,99.47,12.29,25.16,0
13.1,27.46,77.22,57.35,0.22,26.08,7.37,118.92,20.51,71.63,95.48,11.45,24.02,0
13.37,27.61,76.3,55.62,0.13,25.68,7.79,118.39,20.53,72.04,98.07,11.64,25.28,0
13.35,28.29,78.98,57.72,0.06,26.38,8.01,120.13,20.4,73.56,98.98,11.66,25.02,0
14.01,28.68,80.62,59.5,0.14,27.27,8.1,122.22,20.79,73.23,99.2,12.28,25.59,0
13.93,28.84,79.24,59.38,0.22,27.41,8.42,121.59,20.88,71.93,98.66,12.72,25.27,0
14.09,29.49,80.1,60.24,0.2,27.44,8.43,122.37,20.64,71.58,99.92,13.14,25.3,0
13.65,28.65,77.65,55.89,0.14,26.57,8.05,118.87,20.07,71.65,98.74,12.33,25.38,0
15.18,31.14,84.63,62.1,0.27,29.29,9.18,125.47,22.1,75.11,101.64,13.05,26.53,0
14.93,30.08,82.94,61.06,0.25,28.74,8.26,121.33,21.37,72.75,100.58,12.07,24.81,0
13.38,28.92,78.52,57.08,0.18,26.65,7.91,114.56,18.9,69.13,96.89,12.5,23.96,0
13.71,28.59,77.59,56.69,0.22,25.89,6.6,117.76,20.87,73.13,97.47,11.68,24.06,0
14.09,28.62,77.19,55.94,0.24,25.69,8.08,116.68,20.65,72.42,96.85,11.28,24.47,0
14.53,30.01,81.51,60.39,0.13,27.78,9.56,120.22,20.91,74.6,100.23,13.07,25.93,0
14.83,29.45,83.0,61.35,0.1,28.78,8.71,122.51,21.27,74.01,100.44,12.27,25.65,0
14.12,29.63,79.47,58.26,0.09,27.3,8.48,119.85,20.34,72.99,98.0,12.09,25.62,0
13.73,28.29,78.04,56.85,0.1,26.5,7.56,118.84,20.28,71.9,98.36,11.95,25.15,0
13.93,28.3,79.06,58.26,0.27,26.95,8.5,118.54,20.08,71.22,98.57,11.91,25.14,0
13.48,28.21,78.0,57.19,0.16,26.45,8.15,117.87,19.85,71.27,98.16,11.98,25.36,0
14.52,29.26,79.72,57.68,0.18,27.16,7.83,118.63,20.62,71.52,98.17,11.97,25.96,0
13.46,28.3,77.43,57.31,0.31,25.12,7.54,114.73,19.42,69.29,97.27,11.82,24.17,0
14.23,30.14,81.57,60.47,0.07,28.16,8.54,123.71,21.49,76.5,101.47,11.34,25.85,0
14.78,29.57,82.12,60.53,0.24,28.14,9.01,122.53,21.24,75.5,100.06,12.35,25.81,0
14.6,29.71,80.14,60.19,0.21,27.08,8.05,120.49,21.41,74.69,100.66,11.56,26.13,0
13.44,28.67,78.14,56.78,0.28,26.63,7.97,117.23,21.3,72.71,99.12,11.44,24.84,0
14.11,28.36,77.49,57.43,0.25,26.42,8.14,119.16,20.75,72.22,98.85,11.86,25.65,0
13.25,27.15,76.53,55.91,0.11,26.51,7.26,118.48,20.26,71.97,99.2,11.43,25.05,0
13.9,29.05,79.36,57.59,0.17,26.96,8.46,120.59,21.32,72.82,99.62,11.99,25.24,0
15.01,30.33,82.83,60.98,0.39,29.09,8.93,124.02,22.14,74.45,102.31,12.96,26.24,0
15.22,31.53,84.05,62.1,0.2,29.39,9.11,125.07,21.71,74.29,102.63,12.06,25.66,0
13.74,29.24,80.25,57.85,0.11,26.36,7.89,119.45,20.99,71.11,99.6,12.29,25.86,0
13.83,28.3,77.66,57.57,0.22,26.3,7.41,120.17,21.34,73.51,98.24,10.69,24.74,0
14.05,28.19,77.3,56.14,0.36,25.61,7.45,119.07,20.46,72.81,96.87,11.82,25.34,0
14.75,29.87,80.16,59.38,0.34,27.68,8.17,119.77,21.48,74.29,99.17,11.66,26.04,0
13.77,28.84,77.72,56.77,0.33,26.54,7.8,118.7,21.38,72.96,98.59,12.64,25.68,0
13.74,29.76,79.84,59.1,0.2,27.62,8.7,122.36,21.62,73.81,100.66,12.07,26.15,0
14.52,29.88,80.78,60.5,0.35,27.71,8.53,123.56,21.1,73.85,100.31,11.69,25.96,0
14.0,28.71,78.36,56.72,0.21,26.64,8.43,119.71,20.85,72.41,99.45,11.59,25.21,0
15.09,30.02,81.26,60.66,0.27,28.6,8.88,124.57,21.09,74.49,102.05,12.79,25.6,0
14.32,29.79,80.65,59.32,0.39,27.49,8.43,121.18,20.82,73.14,100.21,13.05,25.71,0
14.04,28.67,77.68,57.84,0.22,26.67,7.98,117.32,20.09,70.61,97.4,12.03,24.72,0
12.73,27.1,73.98,54.75,0.4,24.05,7.32,115.25,20.31,72.03,94.78,10.65,24.32,0
13.54,27.63,77.0,56.63,0.25,25.22,7.69,118.97,21.35,72.99,97.22,11.47,25.43,0
15.46,28.79,80.41,59.29,0.29,27.65,8.76,120.37,21.52,75.01,100.25,12.78,26.36,0
15.14,28.88,79.21,58.25,0.24,26.64,8.42,118.55,21.53,73.01,99.32,12.27,25.39,0
13.69,28.8,78.17,58.38,0.24,27.42,8.53,120.5,22.13,73.66,99.79,11.93,25.66,0
14.9,30.39,82.73,62.02,0.42,29.73,8.39,124.85,21.83,74.54,101.1,12.26,25.55,0
14.0,29.29,80.11,59.24,0.18,27.99,9.14,120.66,21.68,73.25,100.28,12.14,25.59,0
13.76,29.35,78.64,58.34,0.39,26.91,8.51,120.91,21.25,73.24,99.09,12.61,24.91,0
13.29,27.42,75.9,56.39,0.26,26.64,8.0,115.36,19.78,69.78,96.16,11.74,23.91,0
12.42,25.9,72.24,52.55,0.15,23.87,6.39,108.72,18.62,66.3,92.77,11.42,23.57,0
12.74,28.09,75.21,55.07,0.19,25.47,6.99,114.78,20.17,72.55,95.42,10.64,24.5,0
15.03,29.04,78.76,58.48,0.24,26.67,8.58,119.08,21.75,74.88,98.52,11.83,25.24,0
14.51,28.58,79.01,58.31,0.08,26.81,8.35,118.69,21.23,74.54,99.86,11.89,25.41,0
14.32,29.04,79.84,59.68,0.36,28.07,8.26,119.64,21.78,74.9,100.97,11.84,25.27,0
14.1,27.78,76.44,55.56,0.32,25.74,8.09,114.24,20.52,72.01,97.65,12.08,25.31,0
12.91,27.76,76.89,56.93,0.31,26.56,7.9,117.01,20.92,72.25,97.65,11.39,25.38,0
13.81,29.1,77.84,56.33,0.25,26.88,8.36,116.23,20.28,72.23,98.44,12.24,24.94,0
12.8,27.59,74.43,55.22,0.13,26.11,8.05,114.95,20.28,71.52,97.27,12.55,25.28,0
13.11,27.19,72.9,54.38,0.2,24.71,6.73,111.32,19.09,68.19,94.29,10.41,23.08,0
12.06,25.57,69.77,51.41,0.12,23.93,6.75,106.35,18.04,65.92,90.77,10.55,22.76,0
14.06,28.33,76.56,56.08,0.47,26.2,7.07,114.18,20.44,71.19,97.23,11.56,24.86,0
15.28,30.54,79.59,59.06,0.74,28.08,8.45,117.81,22.24,72.1,98.25,12.14,25.21,0
14.35,28.88,79.33,57.88,0.51,27.93,8.12,118.36,21.62,71.75,98.07,12.3,25.78,0
14.59,28.54,79.29,57.07,0.44,27.46,7.51,117.34,20.6,71.66,98.54,12.6,25.46,0
15.24,29.37,81.77,60.6,0.61,28.91,8.74,121.95,21.0,71.62,99.59,12.65,26.04,0
15.67,30.59,84.23,61.54,0.63,29.17,9.01,124.62,22.26,72.63,100.93,12.57,25.48,0
15.01,28.73,79.8,57.5,0.43,28.03,8.43,120.67,20.73,70.72,98.98,12.09,25.9,0
15.42,29.85,82.62,59.95,0.66,29.64,8.26,121.05,21.49,70.88,100.62,12.77,25.87,0
15.48,30.7,84.95,61.02,0.37,29.67,8.63,123.16,21.81,72.05,101.12,11.4,27.35,0
17.66,33.93,91.59,67.57,0.88,34.09,10.28,128.06,22.53,74.03,105.19,12.74,27.32,0
15.12,29.5,80.85,59.18,0.83,28.15,8.47,119.34,21.16,72.17,100.09,11.19,24.61,0
15.68,30.06,80.74,59.41,0.85,28.19,9.22,119.14,22.17,72.09,99.19,11.66,24.49,0
15.21,30.65,81.19,60.42,0.57,28.56,9.18,120.18,22.16,73.59,99.46,11.89,25.95,0
14.45,29.05,78.04,57.93,0.54,27.41,7.7,118.96,21.73,71.24,98.54,11.97,24.68,0
15.07,29.53,79.67,57.48,0.44,27.59,8.48,119.81,20.84,70.96,98.98,11.99,25.19,0
16.11,31.49,86.2,63.78,0.96,30.15,8.56,126.9,21.68,73.64,101.61,13.27,25.78,0
15.06,29.46,82.02,58.13,0.37,28.34,8.22,122.88,20.85,71.76,99.55,12.04,26.18,0
14.47,28.19,79.42,56.41,0.53,27.64,7.92,118.2,20.73,70.24,98.58,12.02,25.15,0
16.19,31.22,85.72,62.05,0.42,30.57,9.06,124.07,20.85,72.77,102.87,11.92,26.59,0
15.53,30.08,83.5,59.57,0.57,29.44,8.36,120.65,21.15,72.03,101.91,11.96,26.28,0
12.6,28.72,79.26,57.99,0.6,27.54,7.18,118.9,20.86,72.31,96.56,9.45,24.33,0
12.66,25.6,73.75,53.45,0.46,24.3,7.84,113.37,19.71,70.07,94.42,10.74,23.88,0
14.07,28.48,79.13,58.39,0.51,27.18,8.43,119.26,21.19,72.1,97.19,11.21,24.37,0
14.59,30.0,80.8,59.98,0.41,28.33,8.25,122.37,21.02,73.0,99.12,11.9,25.74,0
15.39,30.27,81.81,60.69,0.72,28.95,8.23,122.64,22.08,73.14,100.38,12.36,25.38,0
14.17,29.04,79.56,58.5,0.55,28.06,8.05,122.09,20.94,72.25,100.29,12.31,26.14,0
15.06,30.8,82.82,60.53,0.66,29.78,8.79,125.04,21.84,72.49,100.11,12.34,25.8,0
14.68,29.15,80.4,58.2,0.66,28.72,8.33,120.75,20.78,70.9,99.47,11.24,26.02,0
14.49,29.27,83.47,60.34,0.53,29.18,7.71,121.59,20.8,72.06,100.99,12.34,26.17,0
15.62,31.74,86.93,62.85,0.68,31.33,9.77,125.2,21.36,73.04,102.86,12.61,26.38,0
13.3,27.66,78.55,57.06,0.57,26.3,7.45,119.63,20.9,72.14,98.13,10.45,25.17,0
14.02,28.74,80.48,59.26,0.76,27.54,7.8,121.71,21.14,72.85,99.25,10.9,25.58,0
14.28,28.78,77.99,57.36,0.47,27.08,7.5,119.18,21.1,71.96,98.35,12.02,24.94,0
15.13,29.9,82.81,61.31,0.39,28.84,8.42,124.22,21.91,74.32,100.57,12.3,25.79,0
14.49,29.33,80.64,58.39,0.55,28.59,8.23,122.81,21.74,72.32,100.34,12.01,26.0,0
14.31,29.84,80.3,59.55,0.51,28.64,8.18,124.91,21.68,72.33,100.93,11.4,25.9,0
14.84,29.62,80.84,59.13,0.67,28.43,8.49,124.46,21.53,72.53,101.58,12.07,25.93,0
15.25,31.0,83.91,60.18,0.3,30.46,8.54,125.56,22.06,73.71,102.53,11.88,26.73,0
14.28,30.07,82.03,57.94,0.63,28.31,8.02,119.87,21.69,71.71,101.36,12.27,26.1,0
13.82,28.57,80.7,58.37,0.32,28.57,8.25,119.08,20.48,71.86,100.16,12.29,25.96,0
14.04,28.35,78.09,57.07,0.64,26.31,7.2,118.28,21.25,71.96,96.67,11.72,25.2,0
13.95,28.02,77.15,57.2,0.49,26.03,7.45,119.29,21.15,73.23,98.9,11.83,25.29,0
14.27,28.11,78.6,58.02,0.53,28.15,6.64,119.28,21.46,72.9,100.12,12.0,25.85,0
14.45,29.01,80.83,59.89,0.72,29.07,7.98,122.61,21.53,73.21,100.05,11.75,25.51,0
14.18,28.32,79.73,58.61,0.72,28.02,8.04,120.98,21.68,73.27,100.19,12.24,25.77,0
15.01,29.77,82.16,59.31,0.75,29.37,8.88,121.99,21.92,72.08,100.45,12.85,25.51,0
13.73,28.59,78.15,55.91,0.63,27.83,7.71,119.65,20.64,70.86,100.15,11.94,26.23,0
15.2,31.19,85.82,62.52,0.7,30.62,8.92,124.7,22.56,74.49,103.63,13.15,26.61,0
14.79,30.78,83.81,60.96,0.7,29.14,7.92,122.51,21.66,71.85,102.16,12.67,26.1,0
14.39,29.16,78.7,56.63,0.52,27.4,7.34,114.59,20.5,69.41,97.89,11.28,24.85,0
14.53,27.57,78.27,56.85,0.61,26.67,6.86,118.82,21.43,73.25,97.57,11.48,25.3,0
14.27,28.27,78.33,56.58,0.72,26.71,6.98,117.81,20.95,72.21,97.58,11.86,25.11,0
14.97,29.66,81.83,60.73,0.55,28.93,8.45,121.07,21.82,73.8,100.72,12.04,26.28,0
15.32,30.16,83.2,60.89,0.56,30.3,7.96,122.31,22.2,74.02,100.85,12.37,26.27,0
14.28,28.79,79.64,58.11,0.5,28.11,7.9,119.66,21.71,73.19,100.16,11.47,26.33,0
13.82,28.46,78.05,56.03,0.55,26.95,7.24,118.83,21.08,72.23,99.35,12.05,25.49,0
14.73,28.77,79.65,57.03,0.66,27.92,8.45,119.32,21.19,71.68,99.23,12.61,25.94,0
14.28,28.91,79.19,56.08,0.51,27.88,7.96,119.48,21.02,71.62,99.75,12.45,25.81,0
14.25,28.83,81.37,57.69,0.56,28.73,7.58,119.65,20.76,72.29,99.77,12.45,25.93,0
13.98,28.54,78.09,55.98,0.62,27.55,7.59,114.17,19.69,69.62,96.75,12.2,24.55,0
15.09,29.91,81.96,60.63,0.5,29.6,8.42,125.51,21.46,76.01,101.29,11.87,26.1,0
15.72,29.49,81.98,59.54,0.48,28.88,8.18,123.55,22.27,75.45,101.82,12.28,26.68,0
14.09,28.93,80.71,59.74,0.51,28.93,7.97,121.1,21.39,73.73,101.16,11.74,26.31,0
14.11,28.56,78.81,57.4,0.51,27.23,7.98,118.45,20.83,73.08,99.38,11.18,25.79,0
14.49,28.53,77.87,57.25,0.5,27.56,7.94,118.67,21.9,72.68,99.19,12.44,26.36,0
13.73,27.56,78.47,55.53,0.33,26.55,7.32,118.88,20.16,70.93,98.83,11.35,26.03,0
13.79,28.89,80.02,58.04,0.6,28.5,8.06,121.41,21.03,72.44,100.39,11.7,25.62,0
14.33,30.06,83.54,60.54,0.63,29.26,8.91,125.3,22.14,74.9,103.99,12.51,26.46,0
14.92,30.92,84.87,62.51,0.63,29.65,8.84,125.09,22.02,74.15,103.31,12.26,25.84,0
15.01,29.38,80.13,58.47,0.3,27.02,8.12,119.68,20.43,71.66,100.35,11.83,25.51,0
13.56,28.25,77.86,57.11,0.59,26.93,7.13,121.25,21.55,74.27,99.26,11.0,25.74,0
13.85,28.02,77.59,56.55,0.42,27.12,7.7,119.29,21.12,72.36,98.73,11.08,26.0,0
14.77,29.7,80.47,58.56,0.5,29.08,8.24,120.12,22.25,74.28,100.92,11.98,26.21,0
13.85,28.23,77.08,57.28,0.63,28.02,7.88,118.84,21.72,73.21,100.65,11.9,26.48,0
14.47,29.21,81.44,58.47,0.57,29.55,8.7,122.36,22.21,74.11,100.72,12.37,26.4,0
14.56,30.03,80.87,59.73,0.41,28.88,8.79,123.04,22.33,74.28,100.7,12.41,26.11,0
14.41,28.88,78.73,57.15,0.62,27.31,7.93,120.05,21.09,72.45,100.16,12.69,25.96,0
14.71,30.53,81.47,59.46,0.68,28.97,8.29,124.66,22.62,74.68,103.46,11.92,26.18,0
14.03,30.49,80.94,59.8,0.48,29.29,8.41,123.19,21.46,73.45,101.84,12.04,26.79,0
14.29,29.03,78.45,57.36,0.77,27.51,8.83,118.18,20.7,71.11,99.01,11.78,25.9,0
13.44,26.15,75.25,54.39,0.52,25.66,6.59,115.1,20.51,72.31,95.09,10.92,24.9,0
14.42,27.97,78.01,56.67,0.37,27.05,8.16,118.49,21.65,73.49,98.57,11.03,26.18,0
15.37,29.24,80.63,58.99,0.28,28.75,8.27,120.18,22.65,74.84,101.05,11.5,26.64,0
14.97,28.48,80.2,58.51,0.74,27.74,7.9,119.56,21.59,73.34,99.49,11.74,25.67,0
14.29,28.41,80.07,57.59,0.73,28.89,8.87,120.98,21.52,74.24,100.74,11.96,26.34,0
14.59,30.24,83.33,61.15,0.85,30.36,9.23,123.44,22.88,74.99,102.41,11.62,26.77,0
14.41,28.93,80.72,58.31,0.69,28.94,8.6,121.08,22.11,74.12,100.63,12.13,25.76,0
14.66,28.46,80.4,58.11,0.68,28.57,8.61,120.53,22.45,72.88,100.05,11.93,26.09,0
13.84,27.66,77.79,56.48,0.48,27.63,7.88,115.63,20.53,69.89,96.81,11.33,24.94,0
12.34,25.85,72.8,52.35,0.45,24.87,6.99,109.79,19.62,66.81,94.07,10.46,23.55,0
13.31,27.01,76.0,55.25,0.75,26.18,6.33,115.97,21.64,73.87,95.78,10.34,25.37,0
14.99,28.75,80.47,58.24,0.68,27.4,7.75,118.82,22.21,75.24,99.24,11.95,25.51,0
14.17,29.13,78.58,58.5,0.76,28.21,8.05,119.52,22.74,74.57,100.49,11.43,26.41,0
14.4,28.91,80.31,60.37,0.63,28.87,8.5,119.47,21.94,75.58,101.55,12.34,26.08,0
14.0,28.57,77.09,55.84,0.5,26.98,7.26,116.54,21.05,72.49,98.36,11.32,25.77,0
12.96,28.41,78.37,56.44,0.67,27.98,8.08,117.14,21.49,73.21,99.16,11.6,26.04,0
13.87,27.48,78.32,56.29,0.52,28.01,8.52,117.58,21.64,71.94,98.38,11.68,25.21,0
13.87,27.1,76.04,55.02,0.65,27.12,8.21,115.93,20.77,71.84,97.94,11.22,25.42,0
12.95,26.16,73.98,53.84,0.3,25.88,7.31,111.56,19.89,68.54,94.16,10.7,23.97,0
12.32,25.67,71.14,51.14,0.19,24.09,6.63,106.1,18.0,66.22,91.6,11.1,22.61,0
14.0,29.2,77.71,58.01,0.41,25.54,7.8,115.39,20.21,73.56,98.37,10.33,24.94,0
15.61,30.37,80.81,61.0,0.6,27.6,8.07,118.65,22.15,73.93,98.72,10.92,25.8,0
14.74,30.01,80.2,60.06,0.63,26.98,8.4,118.57,21.59,72.77,98.38,11.07,26.22,0
14.63,29.42,80.31,58.87,0.54,26.84,7.5,118.48,21.48,71.75,98.96,11.64,25.7,0
15.87,30.34,82.62,61.33,0.74,28.15,8.78,121.9,21.2,73.34,99.12,11.61,26.58,0
15.52,31.67,84.41,62.17,0.64,28.84,8.75,125.03,21.69,74.07,100.57,12.28,26.86,0
13.82,29.75,81.26,58.98,0.37,27.33,7.74,120.58,21.01,72.09,99.68,11.29,26.8,0
15.99,31.09,82.94,60.94,0.65,29.2,7.92,122.01,21.6,72.46,100.79,11.37,26.24,0
15.51,31.68,84.89,61.72,0.27,29.26,8.86,123.75,22.11,73.62,102.71,11.89,26.71,0
17.41,34.62,91.57,69.47,0.76,33.07,10.65,129.25,23.38,75.41,105.29,12.0,27.57,0
14.66,30.14,82.49,61.45,0.67,28.04,7.77,120.33,21.99,74.04,101.17,10.61,26.0,0
14.98,30.23,81.08,60.87,0.83,27.82,8.45,120.33,22.0,73.94,99.9,11.03,25.7,0
